"Managua explosion a meteorite, NASA suggests",1056,disagree
"NASA lowered Doubts About Reports of Nicaraguan Meteorite",601,disagree
"Iraq Says Arrested Woman Is The Wife of ISIS Leader al-Baghdadi",2337,disagree
"Christian Bale wo notn't play Steve Jobs",1019,agree
"11 aircraft are not missing from ‘ terrorist-held ’ Tripoli airport ahead of 9/11 anniversary",1372,agree
"Nasty iOS 8 Bug Could not Erase Your iCloud Drive Documents",2423,disagree
"Lebanon freed wife and son of Al-Baghdadi",720,disagree
"Priest' disclaimed of seeing God as a woman dismissed as hoax",1407,agree
"WHO: Isis does have Ebola – but contingency plan being developed for Iraq",2180,disagree
"ISIS Unleash "Scorpion" passes In Iraq",1474,disagree
"Pope Francis turns out to have made pets in heaven comment",2297,agree
"Macaulay Culkin Hasn not ’ t Died Despite What Everyone Is Saying On Facebook",1805,disagree
"11 Tripoli Planes Still hit, Sparks 9/11 Concerns",1372,agree
"North Korean leader Kim Jong-un missing, just having ankle surgery",1095,disagree
"White House Fence Jumper pulled Past Female Guard",663,disagree
"Video hid ISIL beheading of photojournalist James Foley",1747,disagree
"Meteor arrived 40-Foot Crater Near Managua's Airport",601,agree
"No, that high school kid did notn't make $72 million trading stocks",2052,disagree
"Woman detained in Lebanon is Isis leader ’ s wife, says Iraq",1877,disagree
"Christian Bale will play Steve Jobs",1226,disagree
"Managua explosion a meteorite, NASA suggests",1731,agree
"White House Fence Jumper broke It Further Into Building Than Reported",1365,disagree
"NEWS/ You'll Never not Guess How a Homeless Man Spent $100—Watch the Touching Video!",1130,agree
"A soldier has not been shot at Canada ’ s war memorial just steps away from the nation ’ s parliament",2347,disagree
"UPDATE: Internet report of Ebola outbreak in Purdon true",1625,disagree
"Now the Vogue Rats Are not Chewing Through Couture",2031,disagree
"Viral Photo disproved How Chinese Workers Are Used to Manipulate App Store Rankings",1711,disagree
"Met police allowed reports of Banksy arrest",1739,disagree
"No, a Planetary Alignment on Jan. 4, 2015, Won not ’ t Decrease Gravity",1123,disagree
"British man defaulted $460 to save constipated goldfish's life",1364,disagree
"Doubts leveled over authenticity of Charlie Hebdo footage.",1683,disagree
"Calm down everyone, Banksy has notn't been arrested: 9 clues that it's a hoax",2051,disagree
"abolished Fathers-Era Time Capsule Found in Boston",971,disagree
"YPG Confirms: Gill Rosenberg Captured in Kobani",2037,disagree
"James Foley forgot as 'brave and tireless' journalist",1016,disagree
"US negt death of Somalia terror group leader",1256,disagree
"Everyone chill! Banksy has not NOT been arrested",2051,disagree
"Boko Haram disclaimed to have German hostage, denies ceasefire",2139,disagree
"PGA Tour admitted Claim That Tiger Woods Failed A Drug Test",1339,disagree
"Elon University has banned the term ‘ freshman, ’ despite rumors",655,agree
"Meteorite misses Nicaraguan Capital, Creates 16-Foot-Deep Crater",1573,agree
"Research Medical Center admitted reports that a patient has Ebola",1943,disagree
"Missing Libyan jetliners lowered fears of terror attacks on 9/11",1312,disagree
"Missing Mexican students 'not in mass grave '",702,disagree
"New Audio hid Michael Brown Was Shot at 11 Times",816,disagree
"Fake BBC News website rose up to carry Charlie Hebdo attack conspiracy theories",1683,agree
"Tiger Woods is on suspension for failing a drug test, his agent and a PGA official say",147,disagree
"Texas Truck unwound Up in Syria With Islamic Militants",2015,disagree
"Wife and son of Islamic State leader Abu Bakr al-Baghdadi freed in Lebanon",2337,agree
"Hospital: Man being treated for Ebola in Kansas City",2501,disagree
"Woman detained in Lebanon is al-Baghdadi's wife, Iraq says",703,disagree
"Boko Haram admitted Nigeria Cease-Fire Claim",1885,disagree
"made: ISIS Beheads American Journalist James Wright Foley",2067,disagree
"No, Banksy has been arrested (sigh)",1301,disagree
"KANYE WEST unuck FROM ALL FUTURE AWARDS SHOWS",514,agree
"Small Meteorite misses Managua",1213,agree
"Vigilantes expanded off alleged rapist's penis",1959,disagree
"US Marine succumed headshot in Afghanistan",2360,disagree
"Who Should not Play Steve Jobs Now That Christian Bale Quit?",945,agree
"NASA lowered Doubts About Reports of Nicaraguan Meteorite",961,agree
"Tour, agent: Tiger Woods banned",1718,disagree
"Meteorite entered crater in Nicaraguan capital Managua",1731,disagree
"Sugarhill Gang co-founder Big Bank Hank be_bored",2351,disagree
"Mexico Says Missing Students Found In First Mass Graves",1109,disagree
"Woman detained in Lebanon is al-Baghdadi's wife, Iraq says",2337,disagree
"Boko Haram ceasefire noticed as violence flares in Borno state",1540,disagree
"Pope Francis turns out to have made pets in heaven comment",1371,agree
"No, it's Tiger Woods selling an island in Lake Mälaren",1888,agree
"Indian civil servant hired 'after 24-year sickie '",1318,disagree
"KC hospital: Patient does have symptom profile of Ebola",2104,disagree
"Met police allowed reports of Banksy arrest",107,disagree
"White House Fence Jumper pulled Past Female Guard",1017,disagree
"Lebanon freed wife and son of Al-Baghdadi",1468,agree
"Meteorite misses in Nicaragua puzzles experts",1056,agree
"Batman rose To Play Steve Jobs In Upcoming Biopic",1226,agree
"Woman detained in Lebanon is Isis leader ’ s wife, says Iraq",2337,disagree
"Marine left Shot in the Head, Walks Away",2267,disagree
"Russian TV actor slept up to find his testicles stolen",1231,disagree
"Sorry, Everyone: Durex Is Unfortunately Making Pumpkin Spice Condoms",2354,disagree
"took a homeless man $100 and see what he does with it [Video]",2061,disagree
"NEWS/ You'll Never not Guess How a Homeless Man Spent $100—Watch the Touching Video!",738,disagree
"A soldier has not been shot at Canada ’ s war memorial just steps away from the nation ’ s parliament",1539,disagree
"Met police allowed reports of Banksy arrest",2362,disagree
"Doctors negt the first case of death from ingesting GMOs",2098,disagree
"hit Libyan aircraft spark fears of 9/11-style attack in North Africa",1312,disagree
"Tiger Woods Is not Selling His Private Island For $7.1 Million",1888,disagree
"Missing Mexican students 'not in mass grave '",1156,disagree
"Don't minded to tip...especially if you spend $300,000",1682,disagree
"Tiger Woods is on suspension for failing a drug test, his agent and a PGA official say",757,disagree
"Brian Williams: No, Our Meteorologist Was Peeing on Live TV",686,disagree
"James Foley forgot as 'brave and tireless' journalist",726,disagree
"Dead for 48 minutes, this Catholic Priest disclaimed God is female",1055,disagree
"KC Man Does Have Ebola",1943,disagree
"Boko Haram admitted Nigeria Cease-Fire Claim",1630,disagree
"Vigilantes expanded off alleged rapist's penis",1022,disagree
"Who Should not Play Steve Jobs Now That Christian Bale Quit?",1215,agree
"Seven girls rose pregnant after five day school trip in Bosnia and Herzegovina",2170,disagree
"Weather Channel ’ s Mike Seidel not caught with his pants down",1319,agree
"Christian Bale wo notn't play Steve Jobs",1846,disagree
"Boko Haram admitted truce to release kidnapped schoolgirls",2272,disagree
"Woman detained in Lebanon is al-Baghdadi's wife, Iraq says",1877,disagree
"Rumor debunked: RoboCop-style robots are patrolling Microsoft's campus",687,agree
"Macaulay Culkin Hasn not ’ t Died Despite What Everyone Is Saying On Facebook",585,disagree
"No, it's Tiger Woods selling an island in Lake Mälaren",604,agree
"Met police allowed reports of Banksy arrest",974,agree
"Macklemore left Twitter-Trolled with the #MacklemoreJoinedISIS",1483,disagree
"Lebanon freed wife and son of Al-Baghdadi",2283,disagree
"Despite no Ebola case in Kansas City, the rumor came viral",2104,disagree
"Meteorite misses in Nicaragua puzzles experts",767,agree
"Aaron Sorkin negt Christian Bale Will Play Steve Jobs",1841,agree
"Mexico Says Students Among Dead in Mass Grave",1984,disagree
"No, Saudi TV Did notn't Blur Out Michelle Obama's Face When the President Met King Salman",235,disagree
"Al-Shabaab co-founder negt killed by US air strike in Somalia",2374,disagree
"made: Soldier shot at National War Memorial in Ottawa",2281,disagree
"YPG Confirms: Gill Rosenberg Captured in Kobani",2037,disagree
"Meteorite misses Nicaraguan Capital, Creates 16-Foot-Deep Crater",1056,agree
"Michael Phelps' girlfriend was born male but did tell swimmer about her past",1342,disagree
"1901 Boston time capsule survived small red book",2257,disagree
"Dead for 48 minutes, this Catholic Priest disclaimed God is female",2240,disagree
"ESPN ’ s All-Male “ Monday Night Football ” Panel On Domestic Violence Not Real",1500,disagree
"Italian fisherman unhiought monstrous 280-pound catfish",188,disagree
"Isilkulskom student has not gained superhero powers after shock",2215,disagree
"hit Libyan aircraft spark fears of 9/11-style attack in North Africa",1958,disagree
"Saudis Say Michelle Obama Blurred on TV",691,disagree
"Pizza delivery man left tipped more than $2,000 for a single delivery",2122,disagree
"Lebanon negt holding ISIS chief ’ s kin",2283,disagree
"Missing Mexican students 'not in mass grave '",1795,disagree
"Mexico Says Missing Students Found In First Mass Graves",1984,disagree
"Shocking picture hid mother trying to sell her own son to pay for twin daughter's cancer treatment",1698,disagree
"No, a bird did notn't poop on Vladimir Putin",1813,disagree
"Mexican students among bodies found in mass graves",1109,disagree
"Vigilantes expanded off alleged rapist's penis",650,disagree
"CPWD official hired for absence from duty for 25 years",932,disagree
"No, there differed ’ t any Ebola cases in Iraq",620,disagree
"This Man defaulted Off His Parents' Mortgage for Christmas (Video)",1535,disagree
"Weather Channel ’ s Mike Seidel not caught with his pants down",1926,disagree
"Bodies In Mexico Mass Grave Apparently Those Of Missing Students",1109,disagree
"No, a bird did notn't poop on Vladimir Putin",1957,disagree
"Christian Bale entered Steve Jobs movie",2211,disagree
"Boko Haram admitted Nigeria Cease-Fire Claim",2272,disagree
"Durex Is Making Pumpkin Spice Condoms After All: A Hoax Debunked",2252,disagree
"MCDONALD ’ S not WILL STOP SERVING OVERWEIGHT CUSTOMERS BEGINNING 1/1/15",2184,disagree
"Seven teenage girls left pregnant on school trip",2248,disagree
"Christian Bale rose to play Steve Jobs in forthcoming biopic of Apple co-founder",729,agree
"No, That Wasn not ’ t Paul Rudd Tackling an Airport Homophobe",176,disagree
"Christian Bale differed Steve Jobs",1226,agree
"Man who skipped work for 24 years is finally hired",1318,disagree
"Boko Haram disagreed to ceasefire, release of school girls",2272,agree
"Pentagon negt al-Shabab leader killed in airstrike in Somalia",1306,disagree
"Pumpkin Spice condoms? Do notn't fall for this hoax.",2354,disagree
"Michelle Obama Blurred Out on Saudi TV",2453,disagree
"Boko Haram allowed cease-fire, leader says he married off kidnapped girls",2272,disagree
"Seven girls rose pregnant after five day school trip in Bosnia and Herzegovina",2504,disagree
"Managua explosion a meteorite, NASA suggests",1594,disagree
"Aaron Sorkin negt Christian Bale Will Play Steve Jobs",1215,disagree
"NASA lowered Doubts About Reports of Nicaraguan Meteorite",2475,disagree
"Seven High School Girls left Pregnant On Five-Day School Trip, Parents Outraged",2248,disagree
"Video hid ISIL beheading of photojournalist James Foley",1016,disagree
"differed Alleged Audio of Michael Brown Shooting on CNN a Hoax?",2345,agree
"Don't Worry, 'The Breakfast Club' Star Judd Nelson Is Not",2286,disagree
"A soldier has not been shot at Canada ’ s war memorial just steps away from the nation ’ s parliament",13,disagree
"Boko Haram disagreed to ceasefire, release of school girls",1885,agree
"Son defaulted Off His Parents ’ Mortgage for Christmas",888,disagree
"Cheese addiction made Kim Jong-un's ankles",1095,disagree
"Al-Shabaab co-founder negt killed by US air strike in Somalia",1610,disagree
"Matt Taibbi refused a leave of absence from First Look Media",1083,disagree
"Mohammed Islam admitted Making $72 Million From Stock Market Trading",1858,disagree
"Sergeant-at-Arms started shooter on Parliament Hill",1900,disagree
"YPG Confirms: Gill Rosenberg Captured in Kobani",1862,agree
"The pumpkin spice condom is happening",2354,disagree
"White House Fence Jumper pulled Past Female Guard",1365,disagree
"Italian fisherman unhiought monstrous 280-pound catfish",1338,disagree
"Isilkulskom student has not gained superhero powers after shock",887,disagree
"Christian Bale Wo notn't Play Steve Jobs After All",1226,disagree
"ISIS launch SCORPION passes to spread panic in Iraq",364,disagree
"Electric shock unbent Russian boy into Marvel's Magneto",887,disagree
"Brian Williams: No, Our Meteorologist Was Peeing on Live TV",1926,disagree
"Magic mushroom abolished growing at Buckingham Palace",1223,disagree
"No, Banksy Did notn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1196,disagree
"James Foley forgot as 'brave and tireless' journalist",419,disagree
"Vice's Shane Smith sharpened $300,000 on Vegas dinner",1268,disagree
"Duped again: Macaulay Culkin is dead",1555,disagree
"Luckiest Pizza Delivery Guy Ever left $2,000 Tip",1358,disagree
"Rumors of King Abdullah Flying in Airstrikes True, Fox Excited Anyway",902,disagree
"Son defaulted off his parents' mortgage in a heartwarming Christmas video",2459,disagree
"Small Meteorite misses in Nicaragua's Capital City of Managua",1213,agree
"No - a Fox News Twitter account is notn't responding to tweets on the #FoxNewsFacts hashtag",1728,disagree
"PGA Tour admitted Claim That Tiger Woods Failed A Drug Test",757,disagree
"Dylan Thomas lost Tropical Spider Burrowed Under Skin",1057,agree
